NumWorkers,Batch_Size,TotalMetrics,MetricsPerSec,RowsPerSec,TotalRows,TimeStamp,Try,Latency
5,2269,18152.0,3471.267731310267,433.9084664137834,2269.0,2022-12-05 04:26:45.963695,3,5.22921347618103
10,2269,18152.0,3481.5279069578146,435.1909883697268,2269.0,2022-12-05 04:26:51.492401,3,5.213802814483643
20,2269,18152.0,3550.817338900594,443.8521673625743,2269.0,2022-12-05 04:26:56.944697,3,5.112062454223633
1,20151,161208.0,6427.213909614478,803.4017387018098,20151.0,2022-12-05 04:27:22.400328,3,25.082096576690674
5,20151,161208.0,6517.746340634707,814.7182925793384,20151.0,2022-12-05 04:27:47.949031,3,24.733702659606934
10,20151,161208.0,6370.051141001224,796.256392625153,20151.0,2022-12-05 04:28:14.077894,3,25.307175159454346
20,20151,161208.0,6479.716322174941,809.9645402718676,20151.0,2022-12-05 04:28:39.750918,3,24.87886691093445
1,63153,505224.0,7626.1308285109535,953.2663535638692,63153.0,2022-12-05 04:29:46.911835,3,66.24906015396118
5,63153,505224.0,7494.398763516872,936.799845439609,63153.0,2022-12-05 04:30:55.895475,3,67.41354656219482
10,63153,505224.0,7581.843427397621,947.7304284247026,63153.0,2022-12-05 04:32:04.064158,3,66.63603711128235
20,63153,505224.0,7490.611904077647,936.3264880097058,63153.0,2022-12-05 04:33:13.037392,3,67.4476273059845
1,2269,18152.0,3470.7719499468544,433.8464937433568,2269.0,2022-12-05 04:33:19.641473,4,5.2299604415893555
5,2269,18152.0,3523.439196995615,440.4298996244519,2269.0,2022-12-05 04:33:25.136619,4,5.151784658432007
10,2269,18152.0,3503.31489476758,437.9143618459475,2269.0,2022-12-05 04:33:30.636433,4,5.181378364562988
20,2269,18152.0,3519.6307967461576,439.9538495932697,2269.0,2022-12-05 04:33:36.138301,4,5.1573591232299805
1,20151,161208.0,6319.492101655471,789.9365127069339,20151.0,2022-12-05 04:34:02.124736,4,25.509644985198975
5,20151,161208.0,6447.940346224807,805.9925432781009,20151.0,2022-12-05 04:34:27.905708,4,25.001471996307373
10,20151,161208.0,6477.7155153981785,809.7144394247723,20151.0,2022-12-05 04:34:53.661311,4,24.88655138015747
20,20151,161208.0,6491.486712656539,811.4358390820673,20151.0,2022-12-05 04:35:19.289225,4,24.83375644683838
1,63153,505224.0,7555.202487952922,944.4003109941152,63153.0,2022-12-05 04:36:27.300322,4,66.87100720405579
5,63153,505224.0,7646.746042783213,955.8432553479016,63153.0,2022-12-05 04:37:34.964114,4,66.0704562664032
10,63153,505224.0,7617.815617700278,952.2269522125348,63153.0,2022-12-05 04:38:42.838980,4,66.32137417793274
20,63153,505224.0,7604.631080736364,950.5788850920455,63153.0,2022-12-05 04:39:50.816573,4,66.43635892868042
1,2269,18152.0,3638.4884137080703,454.8110517135088,2269.0,2022-12-05 04:39:57.177105,5,4.988884925842285
5,2269,18152.0,2907.4398991532585,363.4299873941573,2269.0,2022-12-05 04:40:03.731110,5,6.243293285369873
10,2269,18152.0,3343.088506279548,417.8860632849435,2269.0,2022-12-05 04:40:09.473757,5,5.4297096729278564
20,2269,18152.0,3372.6852170614134,421.58565213267667,2269.0,2022-12-05 04:40:15.167159,5,5.382061719894409
1,20151,161208.0,6389.249047381999,798.6561309227499,20151.0,2022-12-05 04:40:40.787846,5,25.231134176254272
5,20151,161208.0,6276.631755899507,784.5789694874384,20151.0,2022-12-05 04:41:07.279856,5,25.683839082717896
10,20151,161208.0,6500.572007654146,812.5715009567682,20151.0,2022-12-05 04:41:32.876144,5,24.79904842376709
20,20151,161208.0,6579.216463535759,822.4020579419699,20151.0,2022-12-05 04:41:58.190698,5,24.50261378288269
1,63153,505224.0,7582.129250862368,947.766156357796,63153.0,2022-12-05 04:43:05.748029,5,66.63352513313293
5,63153,505224.0,7481.362514265182,935.1703142831477,63153.0,2022-12-05 04:44:14.817188,5,67.53101444244385
10,63153,505224.0,7579.484145412387,947.4355181765484,63153.0,2022-12-05 04:45:23.073065,5,66.65677905082703
20,63153,505224.0,7571.412450905595,946.4265563631993,63153.0,2022-12-05 04:46:31.351079,5,66.7278401851654
